ScaffoldNickname,Scaffold,Length,newChr,newStart,newEnd,newOrientation,oldChr,oldStart,oldEnd
UnSc702,813,9840,chrUn,20014675,20024514,unknown,chrUn,55805184,55815023
UnSc673,784,9814,chrUn,20025515,20035328,unknown,chrUn,55449721,55459534
UnSc674,785,9805,chrUn,20036329,20046133,unknown,chrUn,55460535,55470339
UnSc679,790,9750,chrUn,20047134,20056883,unknown,chrUn,55517202,55526951
UnSc682,793,9715,chrUn,20057884,20067598,unknown,chrUn,55550131,55559845
UnSc683,794,9715,chrUn,20068599,20078313,unknown,chrUn,55560846,55570560
UnSc686,797,9659,chrUn,20079314,20088972,unknown,chrUn,55595379,55605037
UnSc743,854,9657,chrUn,20089973,20099629,unknown,chrUn,56234841,56244497
UnSc687,798,9640,chrUn,20100630,20110269,unknown,chrUn,55606038,55615677
UnSc689,800,9639,chrUn,20111270,20120908,unknown,chrUn,55628202,55637840
UnSc690,801,9638,chrUn,20121909,20131546,unknown,chrUn,55638841,55648478
UnSc692,803,9612,chrUn,20132547,20142158,unknown,chrUn,55660414,55670025
UnSc693,804,9603,chrUn,20143159,20152761,unknown,chrUn,55671026,55680628
UnSc694,805,9587,chrUn,20153762,20163348,unknown,chrUn,55681629,55691215
UnSc695,806,9579,chrUn,20164349,20173927,unknown,chrUn,55692216,55701794
UnSc699,810,9550,chrUn,20174928,20184477,unknown,chrUn,55772458,55782007
UnSc701,812,9546,chrUn,20185478,20195023,unknown,chrUn,55794638,55804183
UnSc721,832,9526,chrUn,20196024,20205549,unknown,chrUn,56008438,56017963
UnSc703,814,9502,chrUn,20206550,20216051,unknown,chrUn,55816024,55825525
UnSc706,817,9481,chrUn,20217052,20226532,unknown,chrUn,55849835,55859315
UnSc708,819,9468,chrUn,20227533,20237000,unknown,chrUn,55872543,55882010
UnSc709,820,9455,chrUn,20238001,20247455,unknown,chrUn,55883011,55892465
UnSc710,821,9454,chrUn,20248456,20257909,unknown,chrUn,55893466,55902919
UnSc711,822,9445,chrUn,20258910,20268354,unknown,chrUn,55903920,55913364
UnSc712,823,9441,chrUn,20269355,20278795,unknown,chrUn,55914365,55923805
UnSc714,825,9425,chrUn,20279796,20289220,unknown,chrUn,55935763,55945187
UnSc715,826,9400,chrUn,20290221,20299620,unknown,chrUn,55946188,55955587
UnSc745,856,9399,chrUn,20300621,20310019,unknown,chrUn,56256391,56265789
UnSc716,827,9391,chrUn,20311020,20320410,unknown,chrUn,55956588,55965978
UnSc717,828,9389,chrUn,20321411,20330799,unknown,chrUn,55966979,55976367
UnSc864,976,9372,chrUn,20331800,20341171,unknown,chrUn,57396224,57405595
UnSc718,829,9366,chrUn,20342172,20351537,unknown,chrUn,55977368,55986733
UnSc719,830,9359,chrUn,20352538,20361896,unknown,chrUn,55987734,55997092
UnSc720,831,9345,chrUn,20362897,20372241,unknown,chrUn,55998093,56007437
UnSc722,833,9314,chrUn,20373242,20382555,unknown,chrUn,56018964,56028277
UnSc723,834,9280,chrUn,20383556,20392835,unknown,chrUn,56029278,56038557
UnSc724,835,9273,chrUn,20393836,20403108,unknown,chrUn,56039558,56048830
UnSc726,837,9250,chrUn,20404109,20413358,unknown,chrUn,56060876,56070125
UnSc735,846,9249,chrUn,20414359,20423607,unknown,chrUn,56154086,56163334
UnSc727,838,9218,chrUn,20424608,20433825,unknown,chrUn,56071126,56080343
UnSc728,839,9195,chrUn,20434826,20444020,unknown,chrUn,56081344,56090538
UnSc734,845,9188,chrUn,20445021,20454208,unknown,chrUn,56143898,56153085
UnSc737,848,9158,chrUn,20455209,20464366,unknown,chrUn,56174399,56183556
UnSc729,840,9155,chrUn,20465367,20474521,unknown,chrUn,56091539,56100693
UnSc731,842,9138,chrUn,20475522,20484659,unknown,chrUn,56113504,56122641
UnSc760,871,9133,chrUn,20485660,20494792,unknown,chrUn,56407823,56416955
UnSc732,843,9132,chrUn,20495793,20504924,unknown,chrUn,56123642,56132773
UnSc763,874,9126,chrUn,20505925,20515050,unknown,chrUn,56440924,56450049
UnSc733,844,9124,chrUn,20516051,20525174,unknown,chrUn,56133774,56142897
UnSc742,853,9124,chrUn,20526175,20535298,unknown,chrUn,56224717,56233840
UnSc881,993,9105,chrUn,20536299,20545403,unknown,chrUn,57550062,57559166
UnSc912,1024,9073,chrUn,20546404,20555476,unknown,chrUn,57822465,57831537
UnSc736,847,9064,chrUn,20556477,20565540,unknown,chrUn,56164335,56173398
UnSc738,849,9050,chrUn,20566541,20575590,unknown,chrUn,56184557,56193606
UnSc739,850,9044,chrUn,20576591,20585634,unknown,chrUn,56194607,56203650
UnSc1072,1184,9039,chrUn,20586635,20595673,unknown,chrUn,59094778,59103816
UnSc740,851,9036,chrUn,20596674,20605709,unknown,chrUn,56204651,56213686
UnSc741,852,9030,chrUn,20606710,20615739,unknown,chrUn,56214687,56223716
UnSc769,880,8993,chrUn,20616740,20625732,unknown,chrUn,56500073,56509065
UnSc746,857,8983,chrUn,20626733,20635715,unknown,chrUn,56266790,56275772
UnSc747,858,8980,chrUn,20636716,20645695,unknown,chrUn,56276773,56285752
UnSc748,859,8966,chrUn,20646696,20655661,unknown,chrUn,56286753,56295718
UnSc749,860,8965,chrUn,20656662,20665626,unknown,chrUn,56296719,56305683
UnSc1579,1691,8963,chrUn,20666627,20675589,unknown,chrUn,62108744,62117706
UnSc898,1010,8962,chrUn,20676590,20685551,unknown,chrUn,57701289,57710250
UnSc750,861,8961,chrUn,20686552,20695512,unknown,chrUn,56306684,56315644
UnSc751,862,8954,chrUn,20696513,20705466,unknown,chrUn,56316645,56325598
UnSc752,863,8947,chrUn,20706467,20715413,unknown,chrUn,56326599,56335545
UnSc796,907,8934,chrUn,20716414,20725347,unknown,chrUn,56764765,56773698
UnSc753,864,8925,chrUn,20726348,20735272,unknown,chrUn,56336546,56345470
UnSc754,865,8921,chrUn,20736273,20745193,unknown,chrUn,56346471,56355391
UnSc755,866,8921,chrUn,20746194,20755114,unknown,chrUn,56356392,56365312
UnSc756,867,8919,chrUn,20756115,20765033,unknown,chrUn,56366313,56375231
UnSc757,868,8898,chrUn,20766034,20774931,unknown,chrUn,56376232,56385129
UnSc759,870,8878,chrUn,20775932,20784809,unknown,chrUn,56397945,56406822
UnSc761,872,8863,chrUn,20785810,20794672,unknown,chrUn,56417956,56426818
UnSc768,879,8857,chrUn,20795673,20804529,unknown,chrUn,56490216,56499072
UnSc764,875,8818,chrUn,20805530,20814347,unknown,chrUn,56451050,56459867
UnSc765,876,8803,chrUn,20815348,20824150,unknown,chrUn,56460868,56469670
UnSc772,883,8794,chrUn,20825151,20833944,unknown,chrUn,56529504,56538297
UnSc766,877,8779,chrUn,20834945,20843723,unknown,chrUn,56470671,56479449
UnSc767,878,8766,chrUn,20844724,20853489,unknown,chrUn,56480450,56489215
UnSc794,905,8735,chrUn,20854490,20863224,unknown,chrUn,56745580,56754314
UnSc770,881,8728,chrUn,20864225,20872952,unknown,chrUn,56510066,56518793
UnSc785,896,8724,chrUn,20873953,20882676,unknown,chrUn,56657689,56666412
UnSc771,882,8710,chrUn,20883677,20892386,unknown,chrUn,56519794,56528503
UnSc799,910,8673,chrUn,20893387,20902059,unknown,chrUn,56795319,56803991
UnSc774,885,8672,chrUn,20903060,20911731,unknown,chrUn,56551984,56560655
UnSc775,886,8656,chrUn,20912732,20921387,unknown,chrUn,56561656,56570311
UnSc776,887,8640,chrUn,20922388,20931027,unknown,chrUn,56571312,56579951
UnSc777,888,8618,chrUn,20932028,20940645,unknown,chrUn,56580952,56589569
UnSc778,889,8618,chrUn,20941646,20950263,unknown,chrUn,56590570,56599187
UnSc779,890,8611,chrUn,20951264,20959874,unknown,chrUn,56600188,56608798
UnSc780,891,8608,chrUn,20960875,20969482,unknown,chrUn,56609799,56618406
UnSc781,892,8591,chrUn,20970483,20979073,unknown,chrUn,56619407,56627997
UnSc782,893,8583,chrUn,20980074,20988656,unknown,chrUn,56628998,56637580
UnSc803,914,8565,chrUn,20989657,20998221,unknown,chrUn,56833225,56841789
UnSc783,894,8562,chrUn,20999222,21007783,unknown,chrUn,56638581,56647142
UnSc784,895,8546,chrUn,21008784,21017329,unknown,chrUn,56648143,56656688
UnSc786,897,8543,chrUn,21018330,21026872,unknown,chrUn,56667413,56675955
UnSc787,898,8541,chrUn,21027873,21036413,unknown,chrUn,56676956,56685496
UnSc956,1068,8521,chrUn,21037414,21045934,unknown,chrUn,58190097,58198617
UnSc788,899,8517,chrUn,21046935,21055451,unknown,chrUn,56686497,56695013
UnSc789,900,8510,chrUn,21056452,21064961,unknown,chrUn,56696014,56704523
UnSc861,973,8484,chrUn,21065962,21074445,unknown,chrUn,57368534,57377017
UnSc1524,1636,8481,chrUn,21075446,21083926,unknown,chrUn,61896128,61904608
UnSc790,901,8476,chrUn,21084927,21093402,unknown,chrUn,56705524,56713999
UnSc792,903,8471,chrUn,21094403,21102873,unknown,chrUn,56726654,56735124
UnSc793,904,8455,chrUn,21103874,21112328,unknown,chrUn,56736125,56744579
UnSc795,906,8450,chrUn,21113329,21121778,unknown,chrUn,56755315,56763764
UnSc797,908,8434,chrUn,21122779,21131212,unknown,chrUn,56774699,56783132
UnSc813,924,8423,chrUn,21132213,21140635,unknown,chrUn,56926717,56935139
UnSc800,911,8416,chrUn,21141636,21150051,unknown,chrUn,56804992,56813407
UnSc801,912,8415,chrUn,21151052,21159466,unknown,chrUn,56814408,56822822
UnSc807,918,8414,chrUn,21160467,21168880,unknown,chrUn,56870807,56879220
UnSc802,913,8402,chrUn,21169881,21178282,unknown,chrUn,56823823,56832224
UnSc838,949,8385,chrUn,21179283,21187667,unknown,chrUn,57156227,57164611
UnSc816,927,8384,chrUn,21188668,21197051,unknown,chrUn,56954671,56963054
UnSc821,932,8384,chrUn,21198052,21206435,unknown,chrUn,57000762,57009145
UnSc809,920,8375,chrUn,21207436,21215810,unknown,chrUn,56889512,56897886
UnSc804,915,8371,chrUn,21216811,21225181,unknown,chrUn,56842790,56851160
UnSc810,921,8357,chrUn,21226182,21234538,unknown,chrUn,56898887,56907243
UnSc862,974,8356,chrUn,21235539,21243894,unknown,chrUn,57378018,57386373
UnSc901,1013,8338,chrUn,21244895,21253232,unknown,chrUn,57728242,57736579
UnSc805,916,8331,chrUn,21254233,21262563,unknown,chrUn,56852161,56860491
UnSc814,925,8317,chrUn,21263564,21271880,unknown,chrUn,56936140,56944456
UnSc806,917,8315,chrUn,21272881,21281195,unknown,chrUn,56861492,56869806
UnSc1097,1209,8296,chrUn,21282196,21290491,unknown,chrUn,59280317,59288612
UnSc808,919,8291,chrUn,21291492,21299782,unknown,chrUn,56880221,56888511
UnSc811,922,8247,chrUn,21300783,21309029,unknown,chrUn,56908244,56916490
UnSc812,923,8226,chrUn,21310030,21318255,unknown,chrUn,56917491,56925716
UnSc815,926,8214,chrUn,21319256,21327469,unknown,chrUn,56945457,56953670
UnSc817,928,8191,chrUn,21328470,21336660,unknown,chrUn,56964055,56972245
UnSc834,945,8191,chrUn,21337661,21345851,unknown,chrUn,57119740,57127930
UnSc818,929,8187,chrUn,21346852,21355038,unknown,chrUn,56973246,56981432
UnSc835,946,8177,chrUn,21356039,21364215,unknown,chrUn,57128931,57137107
UnSc819,930,8167,chrUn,21365216,21373382,unknown,chrUn,56982433,56990599
UnSc847,958,8164,chrUn,21374383,21382546,unknown,chrUn,57237668,57245831
UnSc820,931,8162,chrUn,21383547,21391708,unknown,chrUn,56991600,56999761
UnSc822,933,8158,chrUn,21392709,21400866,unknown,chrUn,57010146,57018303
UnSc823,934,8149,chrUn,21401867,21410015,unknown,chrUn,57019304,57027452
UnSc1027,1139,8147,chrUn,21411016,21419162,unknown,chrUn,58758373,58766519
UnSc824,935,8144,chrUn,21420163,21428306,unknown,chrUn,57028453,57036596
UnSc991,1103,8144,chrUn,21429307,21437450,unknown,chrUn,58475220,58483363
UnSc825,936,8142,chrUn,21438451,21446592,unknown,chrUn,57037597,57045738
UnSc826,937,8141,chrUn,21447593,21455733,unknown,chrUn,57046739,57054879
UnSc827,938,8140,chrUn,21456734,21464873,unknown,chrUn,57055880,57064019
UnSc828,939,8139,chrUn,21465874,21474012,unknown,chrUn,57065020,57073158
UnSc829,940,8135,chrUn,21475013,21483147,unknown,chrUn,57074159,57082293
UnSc830,941,8125,chrUn,21484148,21492272,unknown,chrUn,57083294,57091418
UnSc831,942,8114,chrUn,21493273,21501386,unknown,chrUn,57092419,57100532
UnSc832,943,8108,chrUn,21502387,21510494,unknown,chrUn,57101533,57109640
UnSc1022,1134,8108,chrUn,21511495,21519602,unknown,chrUn,58718566,58726673
UnSc833,944,8099,chrUn,21520603,21528701,unknown,chrUn,57110641,57118739
UnSc836,947,8066,chrUn,21529702,21537767,unknown,chrUn,57138108,57146173
UnSc837,948,8053,chrUn,21538768,21546820,unknown,chrUn,57147174,57155226
UnSc855,966,8049,chrUn,21547821,21555869,unknown,chrUn,57311454,57319502
UnSc839,950,8047,chrUn,21556870,21564916,unknown,chrUn,57165612,57173658
UnSc840,951,8037,chrUn,21565917,21573953,unknown,chrUn,57174659,57182695
UnSc870,982,8018,chrUn,21574954,21582971,unknown,chrUn,57450848,57458865
UnSc841,952,8016,chrUn,21583972,21591987,unknown,chrUn,57183696,57191711
UnSc842,953,8015,chrUn,21592988,21601002,unknown,chrUn,57192712,57200726
UnSc843,954,8008,chrUn,21602003,21610010,unknown,chrUn,57201727,57209734
UnSc856,967,7998,chrUn,21611011,21619008,unknown,chrUn,57320503,57328500
UnSc844,955,7992,chrUn,21620009,21628000,unknown,chrUn,57210735,57218726
UnSc845,956,7982,chrUn,21629001,21636982,unknown,chrUn,57219727,57227708
UnSc1461,1573,7967,chrUn,21637983,21645949,unknown,chrUn,61577400,61585366
UnSc846,957,7959,chrUn,21646950,21654908,unknown,chrUn,57228709,57236667
UnSc905,1017,7941,chrUn,21655909,21663849,unknown,chrUn,57762967,57770907
UnSc848,959,7929,chrUn,21664850,21672778,unknown,chrUn,57246832,57254760
UnSc850,961,7921,chrUn,21673779,21681699,unknown,chrUn,57266880,57274800
UnSc851,962,7919,chrUn,21682700,21690618,unknown,chrUn,57275801,57283719
UnSc852,963,7914,chrUn,21691619,21699532,unknown,chrUn,57284720,57292633
UnSc853,964,7911,chrUn,21700533,21708443,unknown,chrUn,57293634,57301544
UnSc854,965,7909,chrUn,21709444,21717352,unknown,chrUn,57302545,57310453
UnSc1270,1382,7893,chrUn,21718353,21726245,unknown,chrUn,60438368,60446260
15Sc5,968,7892,chrUn,21727246,21735137,unknown,chrXV,16190873,16198764
UnSc857,969,7889,chrUn,21736138,21744026,unknown,chrUn,57329501,57337389
UnSc868,980,7886,chrUn,21745027,21752912,unknown,chrUn,57433078,57440963
UnSc858,970,7885,chrUn,21753913,21761797,unknown,chrUn,57338390,57346274
UnSc869,981,7884,chrUn,21762798,21770681,unknown,chrUn,57441964,57449847
UnSc860,972,7862,chrUn,21771682,21779543,unknown,chrUn,57359672,57367533
UnSc863,975,7850,chrUn,21780544,21788393,unknown,chrUn,57387374,57395223
UnSc865,977,7836,chrUn,21789394,21797229,unknown,chrUn,57406596,57414431
UnSc871,983,7831,chrUn,21798230,21806060,unknown,chrUn,57459866,57467696
UnSc866,978,7828,chrUn,21807061,21814888,unknown,chrUn,57415432,57423259
UnSc867,979,7818,chrUn,21815889,21823706,unknown,chrUn,57424260,57432077
UnSc1075,1187,7766,chrUn,21824707,21832472,unknown,chrUn,59120519,59128284
UnSc1136,1248,7734,chrUn,21833473,21841206,unknown,chrUn,59555434,59563167
UnSc872,984,7724,chrUn,21842207,21849930,unknown,chrUn,57468697,57476420
UnSc873,985,7720,chrUn,21850931,21858650,unknown,chrUn,57477421,57485140
UnSc874,986,7704,chrUn,21859651,21867354,unknown,chrUn,57486141,57493844
UnSc875,987,7672,chrUn,21868355,21876026,unknown,chrUn,57494845,57502516
UnSc876,988,7669,chrUn,21877027,21884695,unknown,chrUn,57503517,57511185
UnSc970,1082,7669,chrUn,21885696,21893364,unknown,chrUn,58305532,58313200
UnSc877,989,7658,chrUn,21894365,21902022,unknown,chrUn,57512186,57519843
UnSc878,990,7656,chrUn,21903023,21910678,unknown,chrUn,57520844,57528499
UnSc879,991,7656,chrUn,21911679,21919334,unknown,chrUn,57529500,57537155
UnSc882,994,7652,chrUn,21920335,21927986,unknown,chrUn,57560167,57567818
UnSc883,995,7649,chrUn,21928987,21936635,unknown,chrUn,57568819,57576467
UnSc884,996,7636,chrUn,21937636,21945271,unknown,chrUn,57577468,57585103
UnSc885,997,7631,chrUn,21946272,21953902,unknown,chrUn,57586104,57593734
UnSc932,1044,7626,chrUn,21954903,21962528,unknown,chrUn,57991706,57999331
UnSc886,998,7625,chrUn,21963529,21971153,unknown,chrUn,57594735,57602359
UnSc988,1100,7615,chrUn,21972154,21979768,unknown,chrUn,58450843,58458457
UnSc887,999,7603,chrUn,21980769,21988371,unknown,chrUn,57603360,57610962
UnSc888,1000,7599,chrUn,21989372,21996970,unknown,chrUn,57611963,57619561
UnSc889,1001,7597,chrUn,21997971,22005567,unknown,chrUn,57620562,57628158
UnSc890,1002,7594,chrUn,22006568,22014161,unknown,chrUn,57629159,57636752
UnSc892,1004,7579,chrUn,22015162,22022740,unknown,chrUn,57650004,57657582
UnSc893,1005,7567,chrUn,22023741,22031307,unknown,chrUn,57658583,57666149
UnSc894,1006,7544,chrUn,22032308,22039851,unknown,chrUn,57667150,57674693
UnSc895,1007,7539,chrUn,22040852,22048390,unknown,chrUn,57675694,57683232
UnSc896,1008,7537,chrUn,22049391,22056927,unknown,chrUn,57684233,57691769
UnSc914,1026,7536,chrUn,22057928,22065463,unknown,chrUn,57841040,57848575
UnSc897,1009,7519,chrUn,22066464,22073982,unknown,chrUn,57692770,57700288
UnSc1546,1658,7515,chrUn,22074983,22082497,unknown,chrUn,61995626,62003140
UnSc971,1083,7510,chrUn,22083498,22091007,unknown,chrUn,58314201,58321710
UnSc899,1011,7508,chrUn,22092008,22099515,unknown,chrUn,57711251,57718758
UnSc1074,1186,7508,chrUn,22100516,22108023,unknown,chrUn,59112011,59119518
UnSc913,1025,7502,chrUn,22109024,22116525,unknown,chrUn,57832538,57840039
UnSc915,1027,7492,chrUn,22117526,22125017,unknown,chrUn,57849576,57857067
UnSc916,1028,7484,chrUn,22126018,22133501,unknown,chrUn,57858068,57865551
UnSc900,1012,7483,chrUn,22134502,22141984,unknown,chrUn,57719759,57727241
UnSc965,1077,7470,chrUn,22142985,22150454,unknown,chrUn,58264763,58272232
UnSc902,1014,7465,chrUn,22151455,22158919,unknown,chrUn,57737580,57745044
UnSc903,1015,7462,chrUn,22159920,22167381,unknown,chrUn,57746045,57753506
UnSc904,1016,7460,chrUn,22168382,22175841,unknown,chrUn,57754507,57761966
UnSc953,1065,7446,chrUn,22176842,22184287,unknown,chrUn,58165278,58172723
UnSc906,1018,7440,chrUn,22185288,22192727,unknown,chrUn,57771908,57779347
UnSc907,1019,7438,chrUn,22193728,22201165,unknown,chrUn,57780348,57787785
UnSc908,1020,7425,chrUn,22202166,22209590,unknown,chrUn,57788786,57796210
UnSc909,1021,7424,chrUn,22210591,22218014,unknown,chrUn,57797211,57804634
UnSc910,1022,7424,chrUn,22219015,22226438,unknown,chrUn,57805635,57813058
UnSc1001,1113,7407,chrUn,22227439,22234845,unknown,chrUn,58555306,58562712
UnSc911,1023,7406,chrUn,22235846,22243251,unknown,chrUn,57814059,57821464
UnSc930,1042,7400,chrUn,22244252,22251651,unknown,chrUn,57975007,57982406
UnSc917,1029,7371,chrUn,22252652,22260022,unknown,chrUn,57866552,57873922
UnSc918,1030,7371,chrUn,22261023,22268393,unknown,chrUn,57874923,57882293
UnSc1009,1121,7369,chrUn,22269394,22276762,unknown,chrUn,58618390,58625758
UnSc919,1031,7365,chrUn,22277763,22285127,unknown,chrUn,57883294,57890658
UnSc920,1032,7363,chrUn,22286128,22293490,unknown,chrUn,57891659,57899021
UnSc921,1033,7357,chrUn,22294491,22301847,unknown,chrUn,57900022,57907378
UnSc922,1034,7357,chrUn,22302848,22310204,unknown,chrUn,57908379,57915735
UnSc923,1035,7353,chrUn,22311205,22318557,unknown,chrUn,57916736,57924088
UnSc924,1036,7341,chrUn,22319558,22326898,unknown,chrUn,57925089,57932429
UnSc925,1037,7339,chrUn,22327899,22335237,unknown,chrUn,57933430,57940768
UnSc1134,1246,7326,chrUn,22336238,22343563,unknown,chrUn,59540351,59547676
UnSc926,1038,7318,chrUn,22344564,22351881,unknown,chrUn,57941769,57949086
UnSc927,1039,7317,chrUn,22352882,22360198,unknown,chrUn,57950087,57957403
UnSc945,1057,7317,chrUn,22361199,22368515,unknown,chrUn,58099449,58106765
UnSc947,1059,7305,chrUn,22369516,22376820,unknown,chrUn,58115973,58123277
UnSc928,1040,7302,chrUn,22377821,22385122,unknown,chrUn,57958404,57965705
UnSc929,1041,7301,chrUn,22386123,22393423,unknown,chrUn,57966706,57974006
UnSc931,1043,7299,chrUn,22394424,22401722,unknown,chrUn,57983407,57990705
UnSc933,1045,7298,chrUn,22402723,22410020,unknown,chrUn,58000332,58007629
UnSc982,1094,7282,chrUn,22411021,22418302,unknown,chrUn,58402922,58410203
UnSc934,1046,7280,chrUn,22419303,22426582,unknown,chrUn,58008630,58015909
UnSc935,1047,7272,chrUn,22427583,22434854,unknown,chrUn,58016910,58024181
UnSc936,1048,7270,chrUn,22435855,22443124,unknown,chrUn,58025182,58032451
UnSc937,1049,7266,chrUn,22444125,22451390,unknown,chrUn,58033452,58040717
UnSc938,1050,7263,chrUn,22452391,22459653,unknown,chrUn,58041718,58048980
UnSc939,1051,7261,chrUn,22460654,22467914,unknown,chrUn,58049981,58057241
UnSc940,1052,7258,chrUn,22468915,22476172,unknown,chrUn,58058242,58065499
UnSc941,1053,7253,chrUn,22477173,22484425,unknown,chrUn,58066500,58073752
UnSc942,1054,7243,chrUn,22485426,22492668,unknown,chrUn,58074753,58081995
UnSc943,1055,7234,chrUn,22493669,22500902,unknown,chrUn,58082996,58090229
UnSc944,1056,7219,chrUn,22501903,22509121,unknown,chrUn,58091230,58098448
UnSc946,1058,7207,chrUn,22510122,22517328,unknown,chrUn,58107766,58114972
UnSc963,1075,7204,chrUn,22518329,22525532,unknown,chrUn,58248464,58255667
UnSc948,1060,7203,chrUn,22526533,22533735,unknown,chrUn,58124278,58131480
UnSc949,1061,7203,chrUn,22534736,22541938,unknown,chrUn,58132481,58139683
UnSc950,1062,7200,chrUn,22542939,22550138,unknown,chrUn,58140684,58147883
UnSc951,1063,7197,chrUn,22551139,22558335,unknown,chrUn,58148884,58156080
UnSc952,1064,7197,chrUn,22559336,22566532,unknown,chrUn,58157081,58164277
UnSc954,1066,7189,chrUn,22567533,22574721,unknown,chrUn,58173724,58180912
UnSc955,1067,7184,chrUn,22575722,22582905,unknown,chrUn,58181913,58189096
UnSc957,1069,7167,chrUn,22583906,22591072,unknown,chrUn,58199618,58206784
UnSc958,1070,7158,chrUn,22592073,22599230,unknown,chrUn,58207785,58214942
UnSc993,1105,7156,chrUn,22600231,22607386,unknown,chrUn,58492210,58499365
UnSc959,1071,7143,chrUn,22608387,22615529,unknown,chrUn,58215943,58223085
UnSc960,1072,7137,chrUn,22616530,22623666,unknown,chrUn,58224086,58231222
UnSc961,1073,7128,chrUn,22624667,22631794,unknown,chrUn,58232223,58239350
UnSc962,1074,7113,chrUn,22632795,22639907,unknown,chrUn,58240351,58247463
UnSc977,1089,7113,chrUn,22640908,22648020,unknown,chrUn,58362852,58369964
UnSc964,1076,7095,chrUn,22649021,22656115,unknown,chrUn,58256668,58263762
UnSc966,1078,7091,chrUn,22657116,22664206,unknown,chrUn,58273233,58280323
UnSc967,1079,7085,chrUn,22665207,22672291,unknown,chrUn,58281324,58288408
UnSc1179,1291,7078,chrUn,22673292,22680369,unknown,chrUn,59849993,59857070
UnSc968,1080,7068,chrUn,22681370,22688437,unknown,chrUn,58289409,58296476
UnSc969,1081,7055,chrUn,22689438,22696492,unknown,chrUn,58297477,58304531
UnSc972,1084,7039,chrUn,22697493,22704531,unknown,chrUn,58322711,58329749
UnSc973,1085,7037,chrUn,22705532,22712568,unknown,chrUn,58330750,58337786
UnSc974,1086,7025,chrUn,22713569,22720593,unknown,chrUn,58338787,58345811
UnSc975,1087,7022,chrUn,22721594,22728615,unknown,chrUn,58346812,58353833
UnSc976,1088,7018,chrUn,22729616,22736633,unknown,chrUn,58354834,58361851
UnSc978,1090,7010,chrUn,22737634,22744643,unknown,chrUn,58370965,58377974
UnSc979,1091,6998,chrUn,22745644,22752641,unknown,chrUn,58378975,58385972
UnSc980,1092,6989,chrUn,22753642,22760630,unknown,chrUn,58386973,58393961
UnSc1008,1120,6970,chrUn,22761631,22768600,unknown,chrUn,58610420,58617389
UnSc981,1093,6960,chrUn,22769601,22776560,unknown,chrUn,58394962,58401921
UnSc983,1095,6939,chrUn,22777561,22784499,unknown,chrUn,58411204,58418142
UnSc984,1096,6936,chrUn,22785500,22792435,unknown,chrUn,58419143,58426078
UnSc998,1110,6932,chrUn,22793436,22800367,unknown,chrUn,58531778,58538709
UnSc985,1097,6931,chrUn,22801368,22808298,unknown,chrUn,58427079,58434009
UnSc986,1098,6918,chrUn,22809299,22816216,unknown,chrUn,58435010,58441927
UnSc997,1109,6916,chrUn,22817217,22824132,unknown,chrUn,58523862,58530777
UnSc987,1099,6915,chrUn,22825133,22832047,unknown,chrUn,58442928,58449842
UnSc989,1101,6903,chrUn,22833048,22839950,unknown,chrUn,58459458,58466360
UnSc1007,1119,6901,chrUn,22840951,22847851,unknown,chrUn,58602519,58609419
UnSc1089,1201,6871,chrUn,22848852,22855722,unknown,chrUn,59222771,59229641
UnSc1060,1172,6865,chrUn,22856723,22863587,unknown,chrUn,59005988,59012852
UnSc990,1102,6859,chrUn,22864588,22871446,unknown,chrUn,58467361,58474219
UnSc1023,1135,6859,chrUn,22872447,22879305,unknown,chrUn,58727674,58734532
UnSc992,1104,6846,chrUn,22880306,22887151,unknown,chrUn,58484364,58491209
UnSc994,1106,6837,chrUn,22888152,22894988,unknown,chrUn,58500366,58507202
UnSc995,1107,6835,chrUn,22895989,22902823,unknown,chrUn,58508203,58515037
UnSc1005,1117,6828,chrUn,22903824,22910651,unknown,chrUn,58586984,58593811
UnSc1053,1165,6826,chrUn,22911652,22918477,unknown,chrUn,58953876,58960701
UnSc996,1108,6824,chrUn,22919478,22926301,unknown,chrUn,58516038,58522861
UnSc999,1111,6802,chrUn,22927302,22934103,unknown,chrUn,58539710,58546511
UnSc1000,1112,6794,chrUn,22935104,22941897,unknown,chrUn,58547512,58554305
UnSc1062,1174,6792,chrUn,22942898,22949689,unknown,chrUn,59021156,59027947
UnSc1047,1159,6788,chrUn,22950690,22957477,unknown,chrUn,58909175,58915962
UnSc1002,1114,6776,chrUn,22958478,22965253,unknown,chrUn,58563713,58570488
UnSc1003,1115,6759,chrUn,22966254,22973012,unknown,chrUn,58571489,58578247
UnSc1013,1125,6756,chrUn,22974013,22980768,unknown,chrUn,58649770,58656525
UnSc1004,1116,6736,chrUn,22981769,22988504,unknown,chrUn,58579248,58585983
UnSc1017,1129,6710,chrUn,22989505,22996214,unknown,chrUn,58680395,58687104
UnSc1006,1118,6707,chrUn,22997215,23003921,unknown,chrUn,58594812,58601518
UnSc1057,1169,6707,chrUn,23004922,23011628,unknown,chrUn,58983670,58990376
UnSc1019,1131,6701,chrUn,23012629,23019329,unknown,chrUn,58695711,58702411
UnSc1035,1147,6689,chrUn,23020330,23027018,unknown,chrUn,58819849,58826537
UnSc1010,1122,6675,chrUn,23028019,23034693,unknown,chrUn,58626759,58633433
UnSc1011,1123,6672,chrUn,23035694,23042365,unknown,chrUn,58634434,58641105
